CMDLINE /usr/bin/python3 launcher.py
MEM 173.984375 1555054211.1315
MEM 173.984375 1555054211.2509
MEM 173.984375 1555054211.3698
MEM 173.984375 1555054211.4856
MEM 173.984375 1555054211.6081
MEM 173.984375 1555054211.7395
MEM 173.984375 1555054211.8657
MEM 173.984375 1555054211.9877
MEM 173.984375 1555054212.1071
MEM 173.984375 1555054212.2239
MEM 173.984375 1555054212.3384
MEM 173.984375 1555054212.4554
MEM 173.984375 1555054212.5719
MEM 173.984375 1555054212.6938
MEM 173.984375 1555054212.8165
MEM 173.984375 1555054212.9402
MEM 173.984375 1555054213.0797
MEM 173.984375 1555054213.2254
MEM 173.984375 1555054213.3625
MEM 173.984375 1555054213.4909
MEM 173.984375 1555054213.6069
MEM 173.984375 1555054213.7220
MEM 173.984375 1555054213.8377
MEM 173.984375 1555054213.9578
MEM 173.984375 1555054214.0736
MEM 173.984375 1555054214.1921
MEM 173.984375 1555054214.3066
MEM 173.984375 1555054214.4240
MEM 173.984375 1555054214.5399
MEM 173.984375 1555054214.6585
MEM 173.984375 1555054214.7812
MEM 173.984375 1555054214.9028
MEM 173.984375 1555054215.0311
MEM 173.984375 1555054215.1486
MEM 173.984375 1555054215.2669
MEM 173.984375 1555054215.3840
MEM 173.984375 1555054215.5025
MEM 173.984375 1555054215.6191
MEM 173.984375 1555054215.7392
MEM 173.984375 1555054215.8575
MEM 173.984375 1555054215.9795
MEM 173.984375 1555054216.0975
MEM 173.984375 1555054216.2180
MEM 173.984375 1555054216.3350
MEM 173.984375 1555054216.4541
MEM 173.984375 1555054216.5724
MEM 173.984375 1555054216.6898
MEM 173.984375 1555054216.8169
MEM 173.984375 1555054216.9339
MEM 173.984375 1555054217.0502
MEM 173.984375 1555054217.1692
MEM 173.984375 1555054217.2961
MEM 173.984375 1555054217.4145
MEM 173.984375 1555054217.5352
MEM 173.984375 1555054217.6543
MEM 173.984375 1555054217.7730
MEM 173.984375 1555054217.8950
MEM 173.984375 1555054218.0105
MEM 173.984375 1555054218.1269
MEM 173.984375 1555054218.2468
MEM 173.984375 1555054218.3643
MEM 173.984375 1555054218.4843
MEM 173.984375 1555054218.6029
MEM 173.984375 1555054218.7200
MEM 173.984375 1555054218.8372
MEM 173.984375 1555054218.9549
MEM 173.984375 1555054219.0747
MEM 173.984375 1555054219.1957
MEM 173.984375 1555054219.3152
MEM 173.984375 1555054219.4351
MEM 173.984375 1555054219.5538
MEM 173.984375 1555054219.6756
MEM 173.984375 1555054219.7972
MEM 173.984375 1555054219.9161
MEM 173.984375 1555054220.0346
MEM 173.984375 1555054220.1562
MEM 173.984375 1555054220.2751
MEM 173.984375 1555054220.3918
MEM 173.984375 1555054220.5095
MEM 173.984375 1555054220.6256
MEM 173.984375 1555054220.7423
MEM 173.984375 1555054220.8587
MEM 173.984375 1555054220.9814
MEM 173.984375 1555054221.0976
MEM 173.984375 1555054221.2134
MEM 173.984375 1555054221.3342
MEM 173.984375 1555054221.4512
MEM 173.984375 1555054221.5680
MEM 173.984375 1555054221.6864
MEM 173.984375 1555054221.8056
MEM 173.984375 1555054221.9220
MEM 173.984375 1555054222.0396
MEM 173.984375 1555054222.1582
MEM 173.984375 1555054222.2811
MEM 173.984375 1555054222.3976
MEM 173.984375 1555054222.5149
MEM 173.984375 1555054222.6322
MEM 173.984375 1555054222.7485
MEM 173.984375 1555054222.8670
MEM 173.984375 1555054222.9876
MEM 173.984375 1555054223.1031
MEM 173.984375 1555054223.2266
MEM 173.984375 1555054223.3439
MEM 173.984375 1555054223.4615
MEM 173.984375 1555054223.5829
MEM 173.984375 1555054223.7105
MEM 173.984375 1555054223.8370
MEM 173.984375 1555054223.9618
MEM 173.984375 1555054224.0847
MEM 173.984375 1555054224.2095
MEM 173.984375 1555054224.3334
MEM 173.984375 1555054224.4549
MEM 173.984375 1555054224.5794
MEM 173.984375 1555054224.7050
MEM 173.984375 1555054224.8268
MEM 173.984375 1555054224.9499
MEM 173.984375 1555054225.0763
MEM 173.984375 1555054225.2035
MEM 173.984375 1555054225.3310
MEM 173.984375 1555054225.4536
MEM 173.984375 1555054225.5773
MEM 173.984375 1555054225.7014
MEM 173.984375 1555054225.8273
MEM 173.984375 1555054225.9521
MEM 173.984375 1555054226.0778
MEM 173.984375 1555054226.2005
MEM 173.984375 1555054226.3290
MEM 173.984375 1555054226.4508
MEM 173.984375 1555054226.5678
MEM 173.984375 1555054226.6855
MEM 173.984375 1555054226.8016
MEM 173.984375 1555054226.9169
MEM 173.984375 1555054227.0321
MEM 173.984375 1555054227.1521
MEM 173.984375 1555054227.2792
MEM 173.984375 1555054227.4013
MEM 173.984375 1555054227.5228
MEM 173.984375 1555054227.6464
MEM 173.984375 1555054227.7709
MEM 173.984375 1555054227.8961
MEM 173.984375 1555054228.0236
MEM 173.984375 1555054228.1459
MEM 173.984375 1555054228.2695
MEM 173.984375 1555054228.3941
MEM 173.984375 1555054228.5219
MEM 173.984375 1555054228.6412
MEM 173.984375 1555054228.7588
MEM 173.984375 1555054228.8783
MEM 173.984375 1555054228.9939
MEM 173.984375 1555054229.1117
MEM 173.984375 1555054229.2271
MEM 173.984375 1555054229.3468
MEM 173.984375 1555054229.4624
MEM 173.984375 1555054229.5791
MEM 173.984375 1555054229.6998
MEM 173.984375 1555054229.8179
MEM 173.984375 1555054229.9366
MEM 173.984375 1555054230.0544
MEM 173.984375 1555054230.1769
MEM 173.984375 1555054230.2962
MEM 173.984375 1555054230.4141
MEM 173.984375 1555054230.5302
MEM 173.984375 1555054230.6464
MEM 173.984375 1555054230.7696
MEM 173.984375 1555054230.8870
MEM 173.984375 1555054231.0036
MEM 173.984375 1555054231.1205
MEM 173.984375 1555054231.2377
MEM 173.984375 1555054231.3542
MEM 173.984375 1555054231.4704
MEM 173.984375 1555054231.5898
MEM 173.984375 1555054231.7154
MEM 173.984375 1555054231.8422
MEM 173.984375 1555054231.9660
MEM 173.984375 1555054232.0865
MEM 173.984375 1555054232.2088
MEM 173.984375 1555054232.3279
MEM 173.984375 1555054232.4460
MEM 173.984375 1555054232.5602
MEM 173.984375 1555054232.6781
MEM 173.984375 1555054232.7968
MEM 173.984375 1555054232.9139
MEM 173.984375 1555054233.0339
MEM 173.984375 1555054233.1542
MEM 173.984375 1555054233.2788
MEM 173.984375 1555054233.4033
MEM 173.984375 1555054233.5298
MEM 173.984375 1555054233.6513
MEM 173.984375 1555054233.7667
MEM 173.984375 1555054233.8819
MEM 173.984375 1555054233.9964
MEM 173.984375 1555054234.1130
MEM 173.984375 1555054234.2312
MEM 173.984375 1555054234.3479
MEM 173.984375 1555054234.4660
MEM 173.984375 1555054234.5834
MEM 173.984375 1555054234.7003
MEM 173.984375 1555054234.8185
MEM 173.984375 1555054234.9344
MEM 173.984375 1555054235.0540
MEM 173.984375 1555054235.1762
MEM 173.984375 1555054235.2981
MEM 173.984375 1555054235.4152
MEM 173.984375 1555054235.5330
MEM 173.984375 1555054235.6532
MEM 173.984375 1555054235.7691
MEM 173.984375 1555054235.8877
MEM 173.984375 1555054236.0053
MEM 173.984375 1555054236.1222
MEM 173.984375 1555054236.2446
MEM 173.984375 1555054236.3629
MEM 173.984375 1555054236.4837
MEM 173.984375 1555054236.6002
MEM 173.984375 1555054236.7171
MEM 173.984375 1555054236.8340
MEM 173.984375 1555054236.9501
MEM 173.984375 1555054237.0659
MEM 173.984375 1555054237.1826
MEM 173.984375 1555054237.3034
MEM 173.984375 1555054237.4239
MEM 173.984375 1555054237.5417
MEM 173.984375 1555054237.6604
MEM 173.984375 1555054237.7780
MEM 173.984375 1555054237.8968
MEM 173.984375 1555054238.0149
MEM 173.984375 1555054238.1324
MEM 173.984375 1555054238.2528
MEM 173.984375 1555054238.3767
MEM 173.984375 1555054238.4963
MEM 173.984375 1555054238.6162
MEM 173.984375 1555054238.7370
MEM 173.984375 1555054238.8554
MEM 173.984375 1555054238.9739
MEM 173.984375 1555054239.0884
MEM 173.984375 1555054239.2058
MEM 174.500000 1555054239.3243
MEM 174.500000 1555054239.4403
MEM 190.484375 1555054239.5600
MEM 205.953125 1555054239.6755
MEM 220.132812 1555054239.7948
MEM 237.921875 1555054239.9154
MEM 145.144531 1555054240.0372
MEM 157.261719 1555054240.1524
MEM 158.550781 1555054240.2712
MEM 171.183594 1555054240.3891
MEM 188.457031 1555054240.5061
MEM 205.988281 1555054240.6214
MEM 223.777344 1555054240.7393
MEM 241.308594 1555054240.8549
MEM 258.324219 1555054240.9719
MEM 277.402344 1555054241.0893
MEM 285.910156 1555054241.2066
MEM 325.355469 1555054241.3231
MEM 325.355469 1555054241.4430
MEM 151.074219 1555054241.5609
MEM 159.839844 1555054241.6773
MEM 164.738281 1555054241.7967
MEM 164.738281 1555054241.9151
MEM 164.738281 1555054242.0348
MEM 164.738281 1555054242.1524
MEM 164.738281 1555054242.2689
MEM 165.253906 1555054242.3882
MEM 174.535156 1555054242.5048
MEM 195.933594 1555054242.6245
MEM 211.660156 1555054242.7411
MEM 236.152344 1555054242.8553
MEM 142.312500 1555054242.9732
MEM 142.312500 1555054243.0937
MEM 142.312500 1555054243.2111
MEM 142.312500 1555054243.3270
MEM 142.312500 1555054243.4448
MEM 142.312500 1555054243.5645
MEM 142.312500 1555054243.6824
MEM 142.312500 1555054243.8006
MEM 142.312500 1555054243.9232
MEM 142.312500 1555054244.0387
MEM 142.312500 1555054244.1561
MEM 142.312500 1555054244.2754
MEM 153.136719 1555054244.3916
MEM 175.050781 1555054244.5089
MEM 195.675781 1555054244.6259
MEM 211.144531 1555054244.7439
MEM 236.410156 1555054244.8638
MEM 142.312500 1555054244.9808
MEM 142.312500 1555054245.1001
MEM 142.312500 1555054245.2175
MEM 142.312500 1555054245.3371
MEM 142.312500 1555054245.4545
MEM 142.312500 1555054245.5704
MEM 142.312500 1555054245.6858
MEM 142.312500 1555054245.8037
MEM 142.312500 1555054245.9237
MEM 142.312500 1555054246.0432
MEM 142.312500 1555054246.1596
MEM 142.312500 1555054246.2786
MEM 142.312500 1555054246.3955
MEM 142.312500 1555054246.5113
MEM 142.312500 1555054246.6265
MEM 142.312500 1555054246.7412
MEM 155.199219 1555054246.8561
MEM 164.738281 1555054246.9749
MEM 164.738281 1555054247.0920
MEM 164.738281 1555054247.2119
MEM 164.738281 1555054247.3309
MEM 164.738281 1555054247.4510
MEM 164.738281 1555054247.5749
MEM 165.253906 1555054247.6977
MEM 179.433594 1555054247.8209
MEM 197.996094 1555054247.9436
MEM 212.949219 1555054248.0682
MEM 237.957031 1555054248.1913
MEM 142.312500 1555054248.3114
MEM 142.312500 1555054248.4334
MEM 142.312500 1555054248.5522
MEM 142.312500 1555054248.6676
MEM 142.312500 1555054248.7834
MEM 142.312500 1555054248.9004
MEM 142.312500 1555054249.0189
MEM 142.312500 1555054249.1439
MEM 144.113281 1555054249.2639
MEM 159.839844 1555054249.3846
MEM 177.371094 1555054249.5065
MEM 194.902344 1555054249.6280
MEM 211.402344 1555054249.7500
MEM 229.964844 1555054249.8673
MEM 246.464844 1555054249.9835
MEM 264.253906 1555054250.0996
MEM 283.589844 1555054250.2189
MEM 298.542969 1555054250.3386
MEM 325.355469 1555054250.4568
MEM 287.480469 1555054250.5752
MEM 142.312500 1555054250.6939
MEM 142.312500 1555054250.8124
MEM 142.312500 1555054250.9341
MEM 142.312500 1555054251.0519
MEM 142.312500 1555054251.1704
MEM 142.312500 1555054251.2871
MEM 142.312500 1555054251.4041
MEM 142.312500 1555054251.5223
MEM 151.589844 1555054251.6386
MEM 157.519531 1555054251.7531
MEM 157.519531 1555054251.8697
MEM 157.519531 1555054251.9904
MEM 157.519531 1555054252.1051
MEM 157.519531 1555054252.2238
MEM 157.519531 1555054252.3417
MEM 157.519531 1555054252.4596
MEM 157.777344 1555054252.5743
MEM 166.542969 1555054252.6925
MEM 174.019531 1555054252.8137
MEM 174.019531 1555054252.9301
MEM 174.019531 1555054253.0455
MEM 174.019531 1555054253.1637
MEM 174.019531 1555054253.2829
MEM 174.019531 1555054253.3979
MEM 174.019531 1555054253.5151
MEM 174.019531 1555054253.6334
MEM 174.019531 1555054253.7512
MEM 174.019531 1555054253.8696
MEM 174.019531 1555054253.9888
MEM 174.019531 1555054254.1098
MEM 174.019531 1555054254.2281
MEM 174.019531 1555054254.3546
MEM 174.019531 1555054254.4721
MEM 174.019531 1555054254.5893
MEM 174.019531 1555054254.7080
MEM 174.019531 1555054254.8287
MEM 174.019531 1555054254.9461
MEM 174.019531 1555054255.0656
MEM 174.019531 1555054255.1829
MEM 174.019531 1555054255.2993
MEM 174.019531 1555054255.4162
MEM 174.019531 1555054255.5367
MEM 174.019531 1555054255.6532
MEM 174.019531 1555054255.7735
MEM 174.019531 1555054255.8951
MEM 174.019531 1555054256.0117
MEM 174.019531 1555054256.1287
MEM 174.019531 1555054256.2490
MEM 174.019531 1555054256.3682
MEM 174.019531 1555054256.4850
MEM 174.019531 1555054256.6032
MEM 174.019531 1555054256.7225
MEM 174.019531 1555054256.8373
MEM 174.019531 1555054256.9537
MEM 174.019531 1555054257.0740
MEM 174.019531 1555054257.1904
MEM 174.019531 1555054257.3055
MEM 174.019531 1555054257.4222
MEM 174.019531 1555054257.5443
MEM 174.019531 1555054257.6676
MEM 174.019531 1555054257.7950
MEM 174.019531 1555054257.9164
MEM 174.019531 1555054258.0422
MEM 174.019531 1555054258.1699
MEM 174.019531 1555054258.2944
MEM 174.019531 1555054258.4233
MEM 174.019531 1555054258.5486
MEM 174.019531 1555054258.6674
MEM 174.019531 1555054258.7826
MEM 174.019531 1555054258.9012
MEM 174.019531 1555054259.0231
MEM 174.019531 1555054259.1476
MEM 174.019531 1555054259.2682
MEM 174.019531 1555054259.3884
MEM 174.019531 1555054259.5053
MEM 174.019531 1555054259.6233
MEM 174.019531 1555054259.7448
MEM 174.019531 1555054259.8631
MEM 174.019531 1555054259.9802
MEM 174.019531 1555054260.1010
MEM 174.019531 1555054260.2186
MEM 174.019531 1555054260.3359
MEM 174.019531 1555054260.4546
MEM 174.019531 1555054260.5734
MEM 174.019531 1555054260.6878
MEM 174.019531 1555054260.8046
MEM 174.019531 1555054260.9225
MEM 174.019531 1555054261.0396
MEM 174.019531 1555054261.1545
MEM 174.019531 1555054261.2736
MEM 174.019531 1555054261.3951
MEM 174.019531 1555054261.5156
MEM 174.019531 1555054261.6377
MEM 174.019531 1555054261.7637
MEM 174.019531 1555054261.8905
MEM 174.019531 1555054262.0124
MEM 174.019531 1555054262.1341
MEM 174.019531 1555054262.2532
MEM 174.019531 1555054262.3705
MEM 174.019531 1555054262.4894
MEM 174.019531 1555054262.6061
MEM 174.019531 1555054262.7210
MEM 174.019531 1555054262.8432
MEM 174.019531 1555054262.9632
MEM 174.019531 1555054263.0799
MEM 174.019531 1555054263.1956
MEM 174.019531 1555054263.3117
MEM 174.019531 1555054263.4275
MEM 174.019531 1555054263.5429
MEM 174.019531 1555054263.6613
MEM 174.019531 1555054263.7799
MEM 174.019531 1555054263.8994
MEM 174.019531 1555054264.0193
MEM 174.019531 1555054264.1484
MEM 174.019531 1555054264.2784
MEM 174.019531 1555054264.4041
MEM 174.019531 1555054264.5300
MEM 174.019531 1555054264.6548
MEM 174.019531 1555054264.7813
MEM 174.019531 1555054264.9070
MEM 174.019531 1555054265.0285
MEM 174.019531 1555054265.1443
MEM 174.019531 1555054265.2603
MEM 174.019531 1555054265.3778
MEM 174.019531 1555054265.5005
MEM 174.019531 1555054265.6257
MEM 174.019531 1555054265.7463
MEM 174.019531 1555054265.8659
MEM 174.019531 1555054265.9836
MEM 174.019531 1555054266.1003
MEM 174.019531 1555054266.2188
MEM 174.019531 1555054266.3379
MEM 174.019531 1555054266.4566
MEM 174.019531 1555054266.5784
MEM 174.019531 1555054266.6985
MEM 174.019531 1555054266.8187
MEM 174.019531 1555054266.9344
MEM 174.019531 1555054267.0503
MEM 174.019531 1555054267.1644
MEM 174.019531 1555054267.2826
MEM 174.019531 1555054267.4010
MEM 174.019531 1555054267.5169
MEM 174.019531 1555054267.6338
MEM 174.019531 1555054267.7524
MEM 174.019531 1555054267.8706
MEM 174.019531 1555054267.9867
MEM 174.019531 1555054268.1053
MEM 174.019531 1555054268.2230
MEM 174.019531 1555054268.3386
MEM 174.019531 1555054268.4529
MEM 174.019531 1555054268.5695
MEM 174.019531 1555054268.6882
MEM 174.019531 1555054268.8039
MEM 174.019531 1555054268.9212
MEM 174.019531 1555054269.0398
MEM 174.019531 1555054269.1567
MEM 174.019531 1555054269.2782
MEM 174.019531 1555054269.4062
MEM 174.019531 1555054269.5314
MEM 174.019531 1555054269.6480
MEM 174.019531 1555054269.7651
MEM 174.019531 1555054269.8844
MEM 174.019531 1555054270.0009
MEM 174.019531 1555054270.1172
MEM 174.019531 1555054270.2364
MEM 174.019531 1555054270.3536
MEM 174.019531 1555054270.4733
MEM 174.019531 1555054270.5910
MEM 174.019531 1555054270.7059
MEM 174.019531 1555054270.8279
MEM 174.019531 1555054270.9464
MEM 174.019531 1555054271.0620
MEM 174.019531 1555054271.1788
MEM 174.019531 1555054271.2985
MEM 174.019531 1555054271.4177
MEM 174.019531 1555054271.5331
MEM 174.019531 1555054271.6519
MEM 174.019531 1555054271.7738
MEM 174.019531 1555054271.8948
MEM 174.019531 1555054272.0140
MEM 174.019531 1555054272.1407
MEM 174.019531 1555054272.2676
MEM 174.019531 1555054272.3848
MEM 174.019531 1555054272.5048
MEM 174.019531 1555054272.6272
MEM 174.019531 1555054272.7462
MEM 174.019531 1555054272.8687
MEM 174.019531 1555054272.9866
MEM 174.019531 1555054273.1133
MEM 174.019531 1555054273.2397
MEM 174.019531 1555054273.3627
MEM 174.019531 1555054273.4805
MEM 174.019531 1555054273.5953
MEM 174.019531 1555054273.7124
MEM 174.019531 1555054273.8320
MEM 174.019531 1555054273.9494
MEM 174.019531 1555054274.0663
MEM 174.019531 1555054274.1916
MEM 174.019531 1555054274.3187
MEM 174.019531 1555054274.4408
MEM 174.019531 1555054274.5643
MEM 174.019531 1555054274.6858
MEM 174.019531 1555054274.8224
MEM 174.019531 1555054274.9666
MEM 174.019531 1555054275.0961
MEM 174.019531 1555054275.2237
MEM 174.019531 1555054275.3554
MEM 174.019531 1555054275.5108
MEM 174.019531 1555054275.6424
MEM 174.019531 1555054275.7987
MEM 174.019531 1555054275.9352
MEM 174.019531 1555054276.0605
MEM 174.019531 1555054276.2051
MEM 174.019531 1555054276.3328
MEM 174.019531 1555054276.4630
MEM 174.019531 1555054276.5980
MEM 174.019531 1555054276.7221
MEM 174.019531 1555054276.8557
MEM 174.019531 1555054276.9894
MEM 174.019531 1555054277.1158
MEM 174.019531 1555054277.2401
MEM 174.019531 1555054277.3681
MEM 174.019531 1555054277.5138
MEM 174.019531 1555054277.6369
MEM 174.019531 1555054277.7655
MEM 174.019531 1555054277.8981
MEM 174.019531 1555054278.0203
MEM 174.019531 1555054278.1645
MEM 174.019531 1555054278.3068
MEM 174.019531 1555054278.4550
MEM 174.019531 1555054278.5998
MEM 174.019531 1555054278.7955
MEM 174.019531 1555054278.9593
MEM 174.019531 1555054279.1171
MEM 174.019531 1555054279.2838
MEM 174.019531 1555054279.4452
MEM 174.019531 1555054279.5887
MEM 174.019531 1555054279.7218
MEM 174.019531 1555054279.8605
MEM 174.019531 1555054279.9918
MEM 174.019531 1555054280.1224
MEM 174.019531 1555054280.2398
MEM 174.019531 1555054280.3566
MEM 174.019531 1555054280.4733
MEM 174.019531 1555054280.5970
MEM 174.019531 1555054280.7125
MEM 174.019531 1555054280.8323
MEM 174.019531 1555054280.9558
MEM 174.019531 1555054281.0810
MEM 174.019531 1555054281.2090
MEM 174.019531 1555054281.3695
MEM 174.019531 1555054281.5357
MEM 174.019531 1555054281.6825
MEM 174.019531 1555054281.8089
MEM 174.019531 1555054281.9304
MEM 174.019531 1555054282.0534
MEM 174.019531 1555054282.1749
MEM 174.019531 1555054282.3070
MEM 174.019531 1555054282.4466
MEM 174.019531 1555054282.5807
MEM 174.019531 1555054282.7111
MEM 174.019531 1555054282.8440
MEM 174.019531 1555054282.9803
MEM 174.019531 1555054283.1051
MEM 174.019531 1555054283.2307
MEM 174.019531 1555054283.3484
MEM 174.019531 1555054283.4809
MEM 174.019531 1555054283.6112
MEM 174.019531 1555054283.7397
MEM 174.019531 1555054283.8613
MEM 174.019531 1555054283.9827
MEM 174.019531 1555054284.1151
MEM 174.019531 1555054284.2410
MEM 174.019531 1555054284.3675
MEM 174.019531 1555054284.4826
MEM 174.019531 1555054284.6076
MEM 174.019531 1555054284.7303
MEM 174.019531 1555054284.8629
MEM 174.019531 1555054285.0129
MEM 174.019531 1555054285.1581
MEM 174.019531 1555054285.3101
MEM 174.019531 1555054285.4459
MEM 174.019531 1555054285.5834
MEM 174.019531 1555054285.7277
MEM 174.019531 1555054285.8659
MEM 174.019531 1555054286.0024
MEM 174.019531 1555054286.1293
MEM 174.019531 1555054286.2511
MEM 174.019531 1555054286.3815
MEM 174.019531 1555054286.5156
MEM 174.019531 1555054286.6627
MEM 174.019531 1555054286.8059
MEM 174.019531 1555054286.9500
MEM 174.019531 1555054287.1028
MEM 174.019531 1555054287.2856
MEM 174.019531 1555054287.4940
MEM 174.019531 1555054287.6580
MEM 174.019531 1555054287.8237
MEM 174.019531 1555054287.9635
MEM 174.019531 1555054288.0890
MEM 174.019531 1555054288.2204
MEM 174.019531 1555054288.3443
MEM 174.019531 1555054288.4668
MEM 174.019531 1555054288.5873
MEM 174.019531 1555054288.7192
MEM 174.019531 1555054288.8461
MEM 174.019531 1555054288.9759
MEM 174.019531 1555054289.1185
MEM 174.019531 1555054289.2562
MEM 174.019531 1555054289.3842
MEM 174.019531 1555054289.5114
MEM 174.019531 1555054289.6431
MEM 174.019531 1555054289.7883
MEM 174.019531 1555054289.9183
MEM 174.019531 1555054290.0411
MEM 174.019531 1555054290.1694
MEM 174.019531 1555054290.2992
MEM 174.019531 1555054290.4325
MEM 174.019531 1555054290.5632
MEM 174.019531 1555054290.6945
MEM 174.019531 1555054290.8163
MEM 174.019531 1555054290.9373
MEM 174.019531 1555054291.0683
MEM 174.019531 1555054291.1885
MEM 174.019531 1555054291.3106
MEM 174.019531 1555054291.4293
MEM 174.019531 1555054291.5465
MEM 174.019531 1555054291.6685
MEM 174.019531 1555054291.7847
MEM 174.019531 1555054291.9048
MEM 174.019531 1555054292.0269
MEM 174.019531 1555054292.1508
MEM 174.019531 1555054292.2719
MEM 174.019531 1555054292.3946
MEM 174.019531 1555054292.5411
MEM 174.019531 1555054292.6946
MEM 174.019531 1555054292.8399
MEM 174.019531 1555054292.9672
MEM 174.019531 1555054293.0946
MEM 174.019531 1555054293.2165
MEM 174.019531 1555054293.3321
MEM 174.019531 1555054293.4501
MEM 174.019531 1555054293.5662
MEM 174.019531 1555054293.6830
MEM 174.019531 1555054293.8049
MEM 174.019531 1555054293.9273
MEM 174.019531 1555054294.0419
MEM 174.019531 1555054294.1631
MEM 174.019531 1555054294.2818
MEM 174.019531 1555054294.3974
MEM 174.019531 1555054294.5265
MEM 174.019531 1555054294.6517
MEM 174.019531 1555054294.7754
MEM 174.019531 1555054294.8952
MEM 174.019531 1555054295.0131
MEM 174.019531 1555054295.1279
MEM 174.019531 1555054295.2430
MEM 174.019531 1555054295.3624
MEM 174.019531 1555054295.4812
MEM 174.019531 1555054295.5988
MEM 174.019531 1555054295.7164
MEM 174.019531 1555054295.8437
MEM 174.019531 1555054295.9677
MEM 174.019531 1555054296.1015
MEM 174.019531 1555054296.2328
MEM 174.019531 1555054296.3620
MEM 174.019531 1555054296.4796
MEM 174.019531 1555054296.6014
MEM 174.019531 1555054296.7221
MEM 174.019531 1555054296.8396
MEM 174.019531 1555054296.9556
MEM 174.019531 1555054297.0706
MEM 174.019531 1555054297.1865
MEM 174.019531 1555054297.3049
MEM 174.019531 1555054297.4238
MEM 174.019531 1555054297.5430
MEM 174.019531 1555054297.6602
MEM 174.019531 1555054297.7757
MEM 174.019531 1555054297.8922
MEM 174.019531 1555054298.0141
MEM 174.019531 1555054298.1321
MEM 174.019531 1555054298.2492
MEM 174.019531 1555054298.3724
MEM 174.019531 1555054298.5021
MEM 174.019531 1555054298.6351
MEM 174.019531 1555054298.7603
MEM 174.019531 1555054298.8870
MEM 174.019531 1555054299.0148
MEM 174.019531 1555054299.1385
MEM 174.019531 1555054299.2589
MEM 174.019531 1555054299.3828
MEM 174.019531 1555054299.5103
MEM 174.019531 1555054299.6309
MEM 174.019531 1555054299.7469
MEM 174.019531 1555054299.8647
MEM 174.019531 1555054299.9811
MEM 174.019531 1555054300.0966
MEM 174.019531 1555054300.2113
MEM 174.019531 1555054300.3287
MEM 174.019531 1555054300.4467
MEM 174.019531 1555054300.5626
MEM 174.019531 1555054300.6793
MEM 174.019531 1555054300.7971
MEM 174.019531 1555054300.9143
MEM 174.019531 1555054301.0302
MEM 174.019531 1555054301.1466
MEM 174.019531 1555054301.2617
MEM 174.019531 1555054301.3767
MEM 174.019531 1555054301.4913
MEM 174.019531 1555054301.6073
MEM 174.019531 1555054301.7229
MEM 174.019531 1555054301.8400
MEM 174.019531 1555054301.9568
MEM 174.019531 1555054302.0734
MEM 174.019531 1555054302.1893
MEM 174.019531 1555054302.3049
MEM 174.019531 1555054302.4258
MEM 174.019531 1555054302.5458
MEM 174.019531 1555054302.6658
MEM 174.019531 1555054302.7867
MEM 174.019531 1555054302.9033
MEM 174.019531 1555054303.0184
MEM 174.019531 1555054303.1349
MEM 174.019531 1555054303.2510
MEM 174.019531 1555054303.3687
MEM 174.019531 1555054303.4838
MEM 174.019531 1555054303.5990
MEM 174.019531 1555054303.7137
MEM 174.019531 1555054303.8293
MEM 174.019531 1555054303.9480
MEM 174.019531 1555054304.0636
MEM 174.019531 1555054304.1777
MEM 174.019531 1555054304.2971
MEM 174.019531 1555054304.4186
MEM 174.019531 1555054304.5389
MEM 174.019531 1555054304.6592
MEM 174.019531 1555054304.7814
MEM 174.019531 1555054304.9051
MEM 174.019531 1555054305.0268
MEM 174.019531 1555054305.1473
MEM 174.019531 1555054305.2671
MEM 174.019531 1555054305.3869
MEM 174.019531 1555054305.5027
MEM 174.019531 1555054305.6185
MEM 174.019531 1555054305.7336
MEM 174.019531 1555054305.8529
MEM 174.019531 1555054305.9708
MEM 174.019531 1555054306.0903
MEM 174.019531 1555054306.2137
MEM 174.019531 1555054306.3320
MEM 174.019531 1555054306.4530
MEM 174.019531 1555054306.5780
MEM 174.019531 1555054306.6957
MEM 174.019531 1555054306.8104
MEM 174.019531 1555054306.9398
MEM 174.019531 1555054307.0706
MEM 174.019531 1555054307.1983
MEM 174.019531 1555054307.3327
MEM 174.019531 1555054307.4561
MEM 174.019531 1555054307.5809
MEM 174.019531 1555054307.7026
MEM 174.019531 1555054307.8256
MEM 174.019531 1555054307.9674
MEM 174.019531 1555054308.0883
MEM 174.019531 1555054308.2046
MEM 174.019531 1555054308.3199
MEM 174.019531 1555054308.4366
MEM 174.019531 1555054308.5510
MEM 174.019531 1555054308.6661
MEM 174.019531 1555054308.7837
MEM 174.019531 1555054308.9022
MEM 174.019531 1555054309.0229
MEM 174.019531 1555054309.1432
MEM 174.019531 1555054309.2644
MEM 174.019531 1555054309.3899
MEM 174.019531 1555054309.5320
MEM 174.019531 1555054309.6538
MEM 174.019531 1555054309.7713
MEM 174.019531 1555054309.8899
MEM 174.019531 1555054310.0103
MEM 174.019531 1555054310.1254
MEM 174.019531 1555054310.2424
MEM 174.019531 1555054310.3672
MEM 174.019531 1555054310.4899
MEM 174.019531 1555054310.6123
MEM 174.019531 1555054310.7331
MEM 174.019531 1555054310.8575
MEM 174.019531 1555054310.9763
MEM 174.019531 1555054311.0921
MEM 174.019531 1555054311.2124
MEM 174.019531 1555054311.3285
